item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type
117,Malaysian Batik Experience - Handkerchief,Short batik workshop where visitors color and design their own batik handkerchiefs.,"batik, workshop, art, souvenir",Arts & Crafts,Kuala Lumpur,Kuala Lumpur,0.0,73.53,10:00 AM - 2:00 PM,Daily,Not mentioned,5.0,HO114,Batik Workshop KL,Not Provided,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d14011284-Malaysian_Batik_Experience_Handkerchief-Kuala_Lumpur_Wilayah_Persekutuan.html,10:00 AM,2:00 PM,Free / Not mentioned
118,Step Into Batu Caves,Guided cultural and religious experience through the Batu Caves temples and limestone formations.,"culture, tour, heritage",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0.0,190.0,8:00 AM - 4:00 PM,Daily,Not mentioned,5.0,HO115,Eddy,Not Provided,https://www.airbnb.com/experiences/4458059,8:00 AM,4:00 PM,Free / Not mentioned
119,Pottery Making Class In Kuala Lumpur,Learn basic pottery techniques and create your own ceramic pieces in a studio setting.,"pottery, workshop, art",Arts & Crafts,Mont Kiara,Kuala Lumpur,135.0,222.0,10:00 AM - 5:00 PM,Daily,Not mentioned,4.9,HO116,Life Ceramics,03-2381 1950,https://www.instagram.com/lifeceramics/?hl=en,10:00 AM,5:00 PM,Paid
120,Batik Coloring Workshop In Kuala Lumpur,"The apparent ease and guaranteed beautiful results have made Batik paintings as one of our top selling crafts of all time. On another note, our Batik painting workshop is just what you need to unwind and relax after a stressful week. Design, paint and take home your very own batik design now! Bring your friends and family and have an amazing time together!","batik, art, workshop, cultural",Arts & Crafts,"Central Market, Lot 1.03A Ground floor",Kuala Lumpur,15.0,30.0,10:30 AM - 7:00 PM,Daily,Not mentioned,4.7,HO117,Ainna Artwork,010-434 7121,https://www.instagram.com/batik_ainnaartwork/?hl=en,10:30 AM,7:00 PM,Paid
121,Homestay Water Village Patau-Patau 2,"Traditional stilt village showcasing Labuanâ€™s heritage, culture, and lifestyle on water.","heritage, culture, village",Nature & Eco,Kampung Patau-Patau,Labuan,60.0,75.0,10:00 AM - 9:00 PM,Daily,Not mentioned,4.3,HO118,Patau-Patau Homestay,016-842 4981,pulaulabuan.com/homestay-kampung-air-patau-patau-2/,10:00 AM,9:00 PM,Paid
122,Take A Guided Ride On The Wind And Green Malacca,Eco-friendly cycling tour through Malaccaâ€™s countryside and historical areas.,"cycling_tour, ecotourism, outdoor",Nature & Eco,Ayer Salak,Melaka,0.0,218.0,7:00 AM - 11:00 PM,Daily,Not mentioned,4.9,HO119,Joseph,-,https://www.airbnb.ie/experiences/1793557,7:00 AM,11:00 PM,Free / Not mentioned
123,Unesco Heritage Discovery Ride,Explore Malaccaâ€™s UNESCO World Heritage sites by bicycle with a local guide.,"heritage, tour, unesco",Culture & Heritage,Malacca,Melaka,0.0,218.0,8:30 AM - 12:00 PM,Saturday - Sunday,Monday - Friday,5.0,HO120,Joseph,-,https://www.airbnb.com/experiences/3396554,8:30 AM,12:00 PM,Free / Not mentioned
124,Asrina Craft Enterprise,"Local handicraft shop selling handmade batik, rattan, and traditional souvenirs.","handicraft, batik, souvenir",Arts & Crafts,Ayer Keroh,Melaka,10.0,50.0,8:00 AM - 10:00 PM,Daily,Not mentioned,5.0,HO121,Asrina,012-309 3729,https://www.facebook.com/Asrina.Craft/,8:00 AM,10:00 PM,Paid
125,Ole Ole Melaka,"Popular souvenir shop offering authentic Melaka products, snacks, and crafts.","souvenir, local_product",Arts & Crafts,Plaza Mahkota,Melaka,12.0,30.0,9:00 AM - 10:00 PM,Daily,Not mentioned,4.7,HO122,Ole Ole Melaka,012-916 7518,https://www.facebook.com/p/Bazar-Ole-Ole-Melaka-100064761259035/,9:00 AM,10:00 PM,Paid
126,Kedai Belacan Cincaluk Sri Murni,Traditional Melaka shop selling homemade belacan and cincaluk condiments.,"food, traditional, condiment",Food & Culinary,Tanjung Kling,Melaka,2.2,5.5,8:00 AM - 6:00 PM,Daily,Not mentioned,4.9,HO123,KBC Seri Murni,010-879 4110,https://shopee.com.my/kedaibelacancincalukserimurni,8:00 AM,6:00 PM,Paid
127,Historical Malacca Day Tour From Kuala Lumpur (Private Tour),Full-day private guided tour exploring Malaccaâ€™s historical landmarks and cuisine.,"tour, heritage, history",Culture & Heritage,Jonker Walk,Melaka,0.0,378.46,8:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO124,Private Malacca Historical tour,-,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d21122798-Historical_Malacca_Day_Tour_from_Kuala_Lumpur_Private_Tour-Kuala_Lumpur_Wilayah_Pe.html,8:00 AM,6:00 PM,Free / Not mentioned
128,Paklim Gift & Souvenir,Gift shop selling Malaysian-themed souvenirs and local crafts.,"souvenir, gift",Arts & Crafts,Taman Angkasa Nuri,Melaka,10.0,45.0,10:00 AM - 6:30 PM,Daily,Not mentioned,4.9,HO125,Pak Lim,010-363 7599,https://www.facebook.com/paklim1974/,10:00 AM,6:30 PM,Paid
129,Makanan Tradisional Melaka (Cekpah Chickeboom),Stall offering Melakaâ€™s traditional dishes and local snacks.,"food, traditional",Food & Culinary,Plaza Mahkota,Melaka,3.9,20.0,8:30 AM - 10:00 PM,Daily,Not mentioned,4.8,HO126,CekPah Chickeboom,06-288 8380,https://www.facebook.com/Malacca.Traditional.Food/,8:30 AM,10:00 PM,Paid
130,Dodol Warisan Hajah Tijah (Uncle D) Dodol Melaka,Famous dodol maker in Melaka preserving traditional cooking methods and flavors.,"dodol, dessert, traditional",Food & Culinary,Ayer Paabas,Melaka,5.0,13.0,24 hours,Daily,Not mentioned,5.0,HO127,Hajah Tijah,012-671 7488,https://www.tiktok.com/@dodolwarisanhajahtijah/video/7479359746349337863,Not Appplicable,Not Appplicable,Paid
131,Cencol Sagu Rumbia,"Homemade dessert made from sago palm, a local delicacy from Borneo.","dessert, traditional, sago",Food & Culinary,Seremban,Negeri Sembilan,15.0,35.0,10:00 AM - 6:00 PM,Daily,Not mentioned,4.7,HO128,Cencol Sagu Rumbia,011-2345 8765,https://www.facebook.com/cencolsagurumbia,10:00 AM,6:00 PM,Paid
132,Uncle Wong Happy Farm,"Family-friendly agro farm with mini zoo, vegetable garden, and fun outdoor activities.","agrotourism, family, farm, ecotourism",Nature & Eco,Labu,Negeri Sembilan,10.0,50.0,9:00 AM - 5:00 PM,Daily,Not mentioned,4.6,HO129,Uncle Wong Happy Farm,010-7788 1122,https://www.facebook.com/unclewonghappyfarm,9:00 AM,5:00 PM,Paid
133,"Sky Ladder Pineapple Farm, Port Dickson","Pineapple farm offering tours, product tasting, and photo spots with a sky ladder feature.","farm, pineapple, agrotourism",Nature & Eco,Port Dickson,Negeri Sembilan,20.0,60.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO130,Sky Ladder Pineapple Farm,010-1122 3344,https://www.facebook.com/skyladderpineapplefarm,9:00 AM,6:00 PM,Paid
134,Jelita Ostrich Farm,Interactive ostrich farm in Negeri Sembilan where visitors can feed and learn about ostriches.,"ostrich, farm, ecotourism",Nature & Eco,Seremban,Negeri Sembilan,15.0,45.0,9:00 AM - 5:00 PM,Daily,Not mentioned,4.7,HO131,Jelita Ostrich Farm,012-3456 7890,https://www.facebook.com/jelitaostrichfarm,9:00 AM,5:00 PM,Paid
135,Kedai Kraftangan Lina Madu,Sells locally crafted honey-based products and handicrafts.,"craft, honey, souvenir",Arts & Crafts,Bahau,Negeri Sembilan,5.0,50.0,10:00 AM - 6:00 PM,Daily,Not mentioned,4.5,HO132,Kedai Kraftangan Lina Madu,019-556 2234,https://www.facebook.com/kedaimadulina,10:00 AM,6:00 PM,Paid
136,Mariwansa Kraftangan Sdn Bhd,Malaysian handicraft center promoting local artisan products including wood and fabric crafts.,"craft, artisan, handmade",Arts & Crafts,Ipoh,Perak,15.0,120.0,9:00 AM - 6:00 PM,Monday - Saturday,Sunday,4.7,HO133,Mariwansa Kraftangan,012-887 6645,https://www.facebook.com/MariwansaKraftangan,9:00 AM,6:00 PM,Paid
137,Hayat Creative Craft,Workshop producing decorative crafts from recycled materials and wood.,"creative, craft, recycled, handmade",Arts & Crafts,Taiping,Perak,10.0,80.0,9:30 AM - 5:30 PM,Daily,Not mentioned,4.6,HO134,Hayat Creative Craft,017-440 2290,https://www.facebook.com/HayatCreativeCraft,9:30 AM,5:30 PM,Paid
138,Labu Sayong Bd Kraf,"Specializes in handmade labu sayong, a traditional Perak water pitcher made from clay.","pottery, labu_sayong, heritage",Arts & Crafts,Kuala Kangsar,Perak,20.0,150.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.9,HO135,BD KRAF Enterprise,011-220 1443,https://www.facebook.com/LabuSayongBDKraf,9:00 AM,6:00 PM,Paid
139,Kraftangan Kuala Kangsar No. C-1,"Handicraft shop featuring Perakâ€™s signature pottery, songket, and souvenirs.","craft, souvenir, pottery",Arts & Crafts,Kuala Kangsar,Perak,15.0,200.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO136,Kraftangan Kuala Kangsar,013-887 9300,https://www.kraftangan.gov.my,9:00 AM,6:00 PM,Paid
140,Kt Kraf,"Local craft supplier producing custom batik, wood, and woven items.","batik, craft, handmade",Arts & Crafts,Ipoh,Perak,10.0,100.0,9:00 AM - 5:00 PM,Monday - Saturday,Sunday,4.7,HO137,KT Kraf,016-223 9088,https://www.facebook.com/KTKraf,9:00 AM,5:00 PM,Paid
141,Kuala Sepetang Eco Tourism,"Explore mangrove forests, charcoal kilns, and fishing villages through guided eco tours in Kuala Sepetang.","ecotourism, mangrove, nature",Nature & Eco,Kuala Sepetang,Perak,25.0,100.0,8:00 AM - 7:00 PM,Daily,Not mentioned,4.9,HO138,Kuala Sepetang Eco Team,019-574 7078,https://www.facebook.com/KualaSepetangEcoTourism,8:00 AM,7:00 PM,Paid
142,Nomad Adventure Sdn Bhd,"Offers outdoor adventure activities such as white-water rafting, caving, and team-building in Gopeng, Perak.","adventure, outdoor, ecotourism",Nature & Eco,Gopeng,Perak,80.0,250.0,9:00 AM - 6:00 PM,Daily,Not mentioned,5.0,HO139,Nomad Adventure,013-277 0500,https://nomadadventure.com,9:00 AM,6:00 PM,Paid
143,Hami Ecofarm,"Eco farm in Perak offering agricultural tours, organic produce, and hands-on farming experiences.","eco_farm, agriculture, nature",Nature & Eco,Batu Gajah,Perak,15.0,60.0,9:00 AM - 5:00 PM,Daily,Not mentioned,4.8,HO140,Hami EcoFarm,011-1062 9023,https://www.facebook.com/HamiEcoFarm,9:00 AM,5:00 PM,Paid
144,Ya Harumanis Perlis Original,"Local business selling fresh Harumanis mangoes, a signature fruit of Perlis.","food, harumanis, fruit",Food & Culinary,Kangar,Perlis,10.0,50.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO141,YA Harumanis,012-777 8822,https://www.facebook.com/YAHarumanis,8:00 AM,6:00 PM,Paid
145,Naimah Harumanis Perlis Asli,Family-owned Harumanis mango seller promoting authentic Perlis-grown produce.,"food, harumanis, local",Food & Culinary,Arau,Perlis,15.0,60.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.7,HO142,Naimah Harumanis,013-889 1123,https://www.facebook.com/NaimahHarumanis,8:00 AM,6:00 PM,Paid
146,Perusahaan Abdullah Sekeluarga,"Collection and sales center for Harumanis mangoes, offering fresh and seasonal products.","harumanis, food, mango",Food & Culinary,Pauh,Perlis,20.0,70.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO143,Abdullah Harumanis,014-221 4432,https://www.facebook.com/AbdullahHarumanis,8:00 AM,6:00 PM,Paid
147,Khn Harum Manis,"Retailer specializing in premium Harumanis mangoes, available for delivery nationwide.","harumanis, food, fruit",Food & Culinary,Kuala Perlis,Perlis,20.0,100.0,8:00 AM - 8:00 PM,Daily,Not mentioned,4.9,HO144,KHN Harum Manis,017-800 9922,https://www.facebook.com/KHNHarumManis,8:00 AM,8:00 PM,Paid
148,Bot Ronda Murah Tasik Santuari Hopping,Affordable boat tours exploring scenic lakes and natural sanctuaries in Perlis.,"eco_tour, lake, nature",Nature & Eco,Tasik Melati,Perlis,15.0,40.0,9:00 AM - 5:00 PM,Daily,Monday,4.7,HO145,Tasik Santuari Crew,018-889 4421,https://www.facebook.com/TasikSantuariTour,9:00 AM,5:00 PM,Paid
149,Choley Kampung Warna Warni Kuala Perlis,"Colorful village attraction with vibrant murals, local food stalls, and seaside views.","village, tourism, culture",Nature & Eco,Kuala Perlis,Perlis,0.0,0.0,8:00 AM - 7:00 PM,Daily,Not mentioned,4.8,HO146,Kampung Warna Warni,011-909 2299,https://www.facebook.com/KampungWarnaWarni,8:00 AM,7:00 PM,Free / Not mentioned
150,Perlis Vineyard,"Vineyard attraction in Perlis offering fruit-picking, wine tasting, and scenic views.","vineyard, agrotourism, fruit",Nature & Eco,Chuping,Perlis,20.0,80.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.9,HO147,Perlis Vineyard,016-778 1200,https://www.facebook.com/PerlisVineyard,9:00 AM,6:00 PM,Paid
151,Cameron Highlands Day Tour From Ipoh With Mossy Forest,"A guided day trip from Ipoh featuring the famous Mossy Forest, tea plantations, and local attractions in Cameron Highlands.","nature, tour, ecotourism",Nature & Eco,Cameron Highlands,Pahang,150.0,300.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.9,HO148,Cameron Eco Tour,017-889 4421,https://www.facebook.com/CameronEcoTour,8:00 AM,6:00 PM,Paid
152,Taman Eko Rimba Sungai Pauh,"A popular eco park and camping site surrounded by lush greenery, perfect for picnics and family recreation.","eco_park, camping, nature",Nature & Eco,Cameron Highlands,Pahang,5.0,10.0,8:00 AM - 6:00 PM,Daily,Tuesday,4.8,HO149,Jabatan Perhutanan Pahang,09-573 2911,https://www.forestry.gov.my,8:00 AM,6:00 PM,Paid
153,Pine Valley Vila & Camper Site,Stay in nature-inspired villas or camp amidst pine trees with cool highland air and scenic views.,"camping, villa, nature",Nature & Eco,Cameron Highlands,Pahang,150.0,400.0,2:00 PM - 12:00 PM,Daily,Not mentioned,4.7,HO150,Pine Valley Resort,010-889 2310,https://www.facebook.com/PineValleyVila,2:00 PM,12:00 PM,Paid
154,Zakka Campsite,Minimalist-style campsite offering a cozy escape into Cameron Highlandsâ€™ serene landscape.,"camping, glamping, outdoor",Nature & Eco,Cameron Highlands,Pahang,80.0,180.0,2:00 PM - 12:00 PM,Daily,Not mentioned,4.9,HO151,Zakka Campsite,017-671 9933,https://www.facebook.com/ZakkaCampsite,2:00 PM,12:00 PM,Paid
155,Hola Campsite Cameron Highlands,Family-friendly campsite with BBQ facilities and scenic spots ideal for outdoor lovers.,"camping, family, outdoor",Nature & Eco,Cameron Highlands,Pahang,70.0,150.0,2:00 PM - 12:00 PM,Daily,Not mentioned,4.8,HO152,Hola Campsite Team,019-773 1221,https://www.facebook.com/HolaCampsite,2:00 PM,12:00 PM,Paid
156,Parit Falls Campsite,"Campsite located near the scenic Parit Falls, surrounded by forest trails and natural beauty.","camping, waterfall, nature",Nature & Eco,Cameron Highlands,Pahang,20.0,50.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.6,HO153,Parit Falls Eco Site,05-491 1111,https://www.facebook.com/ParitFallsCampsite,8:00 AM,6:00 PM,Paid
157,Cozy Leisure Farm (Bertam Valley),"A leisure farm offering fruit-picking, mini zoo visits, and comfortable stays for family trips.","agrotourism, farm, family",Nature & Eco,Bertam Valley,Pahang,20.0,60.0,9:00 AM - 5:00 PM,Daily,Not mentioned,4.7,HO154,Cozy Leisure Farm,013-889 3344,https://www.facebook.com/CozyLeisureFarm,9:00 AM,5:00 PM,Paid
158,Treegrow Camp,Eco-friendly campsite featuring glamping tents and sustainable outdoor activities in the highlands.,"ecotourism, glamping, camping",Nature & Eco,Cameron Highlands,Pahang,120.0,250.0,2:00 PM - 12:00 PM,Daily,Not mentioned,4.9,HO155,Treegrow Camp,014-671 5512,https://www.facebook.com/TreegrowCamp,2:00 PM,12:00 PM,Paid
159,The Backyard Glamping Cameron Highlands,"Unique glamping experience with stylish tents, mountain views, and campfire nights.","glamping, nature, outdoor",Nature & Eco,Cameron Highlands,Pahang,150.0,350.0,2:00 PM - 12:00 PM,Daily,Not mentioned,4.9,HO156,The Backyard Glamping,018-772 2299,https://www.facebook.com/TheBackyardGlampingCH,2:00 PM,12:00 PM,Paid
160,Aâ€™Moss,Scenic dome glamping site offering panoramic views of Cameron Highlandsâ€™ tea plantations.,"glamping, eco_stay, nature",Nature & Eco,Cameron Highlands,Pahang,250.0,500.0,2:00 PM - 12:00 PM,Daily,Not mentioned,5.0,HO157,Aâ€™moss Dome Stay,017-300 1142,https://www.facebook.com/AmossStay,2:00 PM,12:00 PM,Paid
161,Malaysia Games Festival @ Putrajaya 2025 (Fpm@Putrajaya 2025),"Annual festival celebrating Malaysian games, featuring exhibitions, competitions, and cultural showcases in Putrajaya.","festival, games, culture",Festivals & Performances,Putrajaya,Putrajaya,0.0,0.0,10:00 AM - 10:00 PM,Annual Event,Not mentioned,4.9,HO158,Malaysia Games Fest,03-8888 8888,https://www.facebook.com/MalaysiaGamesFestival,10:00 AM,10:00 PM,Free / Not mentioned
162,Wau Fun Run,"A themed fun run inspired by Malaysiaâ€™s traditional kite (wau), combining fitness and cultural celebration.","festival, culture, night_event",Festivals & Performances,Putrajaya,Putrajaya,20.0,60.0,6:30 AM - 12:00 PM,Annual Event,Not mentioned,4.8,HO159,Wau Fun Run Committee,017-667 5522,https://www.facebook.com/WauFunRun,6:30 AM,12:00 PM,Paid
163,Festival Lentera Putrajaya,"Lantern-themed festival featuring light displays, performances, and family-friendly attractions.","festival, lantern, event",Festivals & Performances,Putrajaya,Putrajaya,0.0,10.0,7:00 PM - 11:00 PM,Annual Event,Not mentioned,4.9,HO160,Lentera Festival Team,011-1200 3345,https://www.facebook.com/FestivalLenteraPutrajaya,7:00 PM,11:00 PM,Free / Not mentioned
164,Kadaiku Sabah Souvenirs & Handicrafts,"Retail store managed by Kraftangan Malaysia showcasing authentic Sabah crafts, textiles, and handmade gifts made by local artisans.","handicraft, souvenir",Arts & Crafts,Kota Kinabalu,Sabah,10.0,300.0,9:00 AM - 6:00 PM,Monday - Saturday,Sunday,4.8,HO161,Kadaiku Sabah,088-272 177,https://www.facebook.com/KadaikuSabah,9:00 AM,6:00 PM,Paid
165,The Art Attic,"Art and lifestyle boutique supporting Sabahâ€™s creative scene through local artworks, crafts, and home dÃ©cor.","art, craft, handmade",Arts & Crafts,Kota Kinabalu,Sabah,20.0,400.0,10:00 AM - 7:00 PM,Daily,Not mentioned,4.7,HO162,The Art Attic KK,011-1504 9203,https://www.instagram.com/theartattic.kk,10:00 AM,7:00 PM,Paid
166,Rustic Borneo Craft Ent,"Rustic Borneo is a social enterprise dedicated to sustainability and community empowerment. The business focuses on producing eco-friendly soaps and herbal products made from natural, homegrown herbs and plants sourced from the Borneo rainforest. Each product reflects a blend of traditional remedies and modern practices while promoting biodiversity and environmental awareness. With a strong commitment to zero-waste production, Rustic Borneo ensures its operations do not harm riverine ecosystems. The enterprise also supports local and indigenous communities, including OKU (persons with disabilities), helping them grow and sustain their livelihoods through ethical and sustainable business practices.","handicraft, eco, craft",Arts & Crafts,Penampang,Sabah,25.0,250.0,9:00 AM - 5:30 PM,Monday - Saturday,Sunday,4.6,HO163,Rustic Borneo Craft,014-825 6690,https://www.facebook.com/rusticborneocraft,9:00 AM,5:30 PM,Paid
167,Handicraft Market,"Popular market at Kota Kinabalu Waterfront selling Sabah pearls, woven crafts, and local souvenirs.","market, handicraft, tourism",Arts & Crafts,Kota Kinabalu,Sabah,5.0,500.0,8:00 AM - 7:00 PM,Daily,Not mentioned,4.6,HO164,KK Handicraft Market,088-212 121,https://sabahtourism.com/destination/handicraft-market,8:00 AM,7:00 PM,Paid
168,Rini Craft - Beg Kraftangan Anyaman,Workshop specializing in handwoven pandan and rattan bags crafted by Sabahâ€™s rural women artisans.,"handicraft, weaving, handmade",Arts & Crafts,Papar,Sabah,35.0,180.0,9:00 AM - 6:00 PM,Monday - Saturday,Sunday,4.7,HO165,Rini Craft,013-883 5562,https://www.facebook.com/rinicraft,9:00 AM,6:00 PM,Paid
169,Nohutu Ecotourism,"Riverside eco-tourism site offering bamboo houses, local cuisine, and guided cultural experiences in Kg. Nohutu, Kiulu.","ecotourism, nature, village",Nature & Eco,Kiulu,Sabah,25.0,120.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.9,HO166,Nohutu Eco Team,014-655 9342,https://www.facebook.com/NohutuEcoTourism,9:00 AM,6:00 PM,Paid
170,Murug Turug Eco Tourism,"Community-run nature site known for its waterfall trekking, suspension bridge, and river camping adventures.","eco, adventure, nature",Nature & Eco,Kiulu,Sabah,10.0,80.0,8:00 AM - 5:00 PM,Daily,Not mentioned,4.8,HO167,Murug Turug Eco,012-866 7289,https://www.facebook.com/murugturugecotourism,8:00 AM,5:00 PM,Paid
171,Dapako Hill - Lingga Eco Tourism,"Hilltop attraction offering scenic views, hiking trails, and eco-accommodation near Kota Belud.","ecotourism, hiking, nature",Nature & Eco,Kota Belud,Sabah,5.0,60.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.7,HO168,Dapako Hill,013-881 2251,https://www.facebook.com/dapakohill,8:00 AM,6:00 PM,Paid
172,Juliana Native Handwork & Bead Art Workshop,Workshop showcasing traditional Sarawak beadwork with hands-on sessions to learn native designs and techniques.,"handicraft, beadwork, workshop",Arts & Crafts,Kuching,Sarawak,40.0,120.0,10:00 AM - 6:00 PM,Monday - Saturday,Sunday,4.8,HO169,Juliana Beads Studio,013-777 2489,â€”,10:00 AM,6:00 PM,Paid
173,Rong Reng Miri Sarawak,"Local Sarawak fashion & handicraft brand inspired by indigenous motifs, promoting cultural identity through creative designs. (facebook.com/RongRengMiri)","fashion, handicraft, culture",Arts & Crafts,Miri,Sarawak,30.0,250.0,10:00 AM - 8:00 PM,Daily,Not mentioned,4.9,HO170,Rong Reng Miri,012-886 3204,https://www.facebook.com/RongRengMiri,10:00 AM,8:00 PM,Paid
174,Pusat Manik Seramik Long Tuma (Handmade Ceramic Beads Lawas),"Community-based centre producing handmade ceramic beads with patterns unique to the Lawas area, preserving traditional artistry. (sarawaktourism.com)","beadwork, ceramic, handmade",Arts & Crafts,Lawas,Sarawak,20.0,100.0,9:00 AM - 5:00 PM,Monday - Friday,Saturday - Sunday,4.7,HO171,Long Tuma Bead Centre,013-807 1129,https://sarawaktourism.com/attraction/long-tuma-ceramic-beads-lawas,9:00 AM,5:00 PM,Paid
175,Segong Handicraft,Produces & sells handmade woven products and traditional crafts by local Sarawak artisans.,"handicraft, weaving, craft",Arts & Crafts,Bau,Sarawak,25.0,150.0,9:30 AM - 6:00 PM,Monday - Saturday,Sunday,4.6,HO172,Segong Craft House,011-229 9473,â€”,9:30 AM,6:00 PM,Paid
176,Sarawak Handicraft Centre,"Collective of local makers offering handmade textiles, woodcarving, bead jewelry, and souvenir items. (sarawakhandicraft.com.my)","handicraft, culture, souvenir",Arts & Crafts,Kuching Waterfront,Sarawak,10.0,200.0,9:00 AM - 7:00 PM,Daily,Not mentioned,4.8,HO173,Sarawak Handicraft Centre,082-234 599,https://sarawakhandicraft.com.my,9:00 AM,7:00 PM,Paid
177,Sumiran Eco Park & Resort,"Lakeside eco-resort offering kayaking, camping, team-building, and family nature retreats. (sumiranecopark.com)","ecotourism, resort, nature",Nature & Eco,"Kampung Hilir, Batu Kawa",Sarawak,60.0,300.0,8:00 AM - 10:00 PM,Daily,Not mentioned,4.7,HO174,Sumiran Eco Park,019-887 1877,https://sumiranecopark.com,8:00 AM,10:00 PM,Paid
178,Borneo Happy Farm,"Family-friendly agro-park with animal feeding, vegetable farms, and eco-education programs. (borneohappyfarm.com)","agropark, ecotourism, family",Nature & Eco,Kuching,Sarawak,28.0,48.0,9:00 AM - 5:00 PM,Tuesday - Sunday,Monday,4.6,HO175,Borneo Happy Farm,016-879 1360,https://borneohappyfarm.com,9:00 AM,5:00 PM,Paid
179,Vh Green Nature Park,"Eco-themed nature park offering trails, gardens, and sustainability workshops in Sarawak. (facebook.com/VHGreenNaturePark)","nature, ecotourism, education",Nature & Eco,Kuching,Sarawak,10.0,25.0,8:30 AM - 5:00 PM,Daily,Not mentioned,4.8,HO176,VH Green Nature Park,016-888 7909,https://www.facebook.com/VHGreenNaturePark,8:30 AM,5:00 PM,Paid
180,Sky Mirror Sekinchan,Natural wonder off Kuala Selangor where a sand bar reflects the sky like a mirror â€” a top spot for photography. skymirrortour.com+1,"nature, ecotourism, photography",Nature & Eco,"Sasaran Beach, Kuala Selangor",Selangor,70.0,150.0,6:00 AM - 1:00 PM,Daily,Not mentioned,4.9,HO177,Sky Mirror Tour & Travel,010-509 1007,https://skymirrortour.com skymirrortour.com+1,6:00 AM,1:00 PM,Paid
181,Sungai Lima Pulau Ketam Eco Tour,"Guided eco-tour through mangroves and fishing-village life at Pulau Ketam, Selangor. Tripadvisor+1","ecotourism, mangrove, fishing_village",Nature & Eco,Pulau Ketam,Selangor,165.0,200.0,9:00 AM - 5:00 PM,Daily,Not mentioned,4.7,HO178,Pulau Ketam Eco Tour,011-667 1912,https://kualalumpurbudgettour.com/offer-packages/crabisland-firefly-tours.html kualalumpurbudgettour.com,9:00 AM,5:00 PM,Paid
182,Kuan Wellness Ecopark,"A wellness-oriented eco-park featuring swiftlet houses, organic farm produce and nature trails in Selangor.","wellness, ecotourism, organic",Nature & Eco,Selangor,Selangor,50.0,120.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.4,HO179,Kuan Wellness Ecopark,012-334 5987,â€”,8:00 AM,6:00 PM,Paid
183,Teratak Rimba Amir,Tranquil nature retreat in Selangor offering forest stays and village-style eco experiences.,"nature, retreat, eco_stay",Nature & Eco,Selangor,Selangor,80.0,250.0,9:00 AM - 7:00 PM,Daily,Not mentioned,4.5,HO180,Teratak Rimba Amir,013-879 4410,â€”,9:00 AM,7:00 PM,Paid
184,Kampung Kuantan Fireflies Park,Famous river-boat tours at night to witness glowing fireflies along mangrove banks in Selangor.,"fireflies, nature, ecotourism",Nature & Eco,"Kampung Kuantan, Kuala Selangor",Selangor,20.0,50.0,7:30 PM - 10:30 PM,Daily,Not mentioned,4.6,HO181,Kampung Kuantan Fireflies,019-907 3345,â€”,7:30 PM,10:30 PM,Paid
185,Pakmud Batik,Local batik workshop offering handmade products and live demonstrations in Selangor.,"batik, handicraft, workshop",Arts & Crafts,Selangor,Selangor,25.0,150.0,10:00 AM - 6:00 PM,Monday - Saturday,Sunday,4.8,HO182,Pakmud Batik,014-765 2213,â€”,10:00 AM,6:00 PM,Paid
186,Batik House My,Boutique & studio promoting Malaysian batik artistry through handmade fashion and dÃ©cor in Selangor.,"batik, fashion, handmade",Arts & Crafts,Selangor,Selangor,30.0,300.0,10:00 AM - 7:00 PM,Daily,Not mentioned,4.9,HO183,Batik House MY,013-939 6682,https://www.uaofficial.com/,10:00 AM,7:00 PM,Paid
187,Mybatik (By Appointment),Personalized batik-making experience offering private workshops and sessions by appointment only.,"batik, workshop, art",Arts & Crafts,Ampang Jaya,Selangor,60.0,250.0,By appointment only,Daily,Not mentioned,4.8,HO184,myBatik Studio,012-257 9775,https://mybatik.org.my/,Not Appplicable,Not Appplicable,Paid
