,item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type,clean_description,clean_tags,clean_category,clean_features,semantic_features
167,168,Rini Craft â€“ Beg Kraftangan Anyaman,Workshop specializing in handwoven pandan and rattan bags crafted by Sabahâ€™s rural women artisans.,"handicraft, weaving, sabah, handmade",Arts & Crafts,Papar,Sabah,35,180,9:00 AM â€“ 6:00 PM,Monday â€“ Saturday,Sunday,4.7,HO165,Rini Craft,013-883 5562,https://www.facebook.com/rinicraft,9:00:00,18:00:00,Paid,workshop specializing handwoven pandan rattan bag crafted sabah rural woman artisan,handicraft weaving sabah handmade,art craft,workshop specializing handwoven pandan rattan bag crafted sabah rural woman artisan handicraft weaving sabah handmade handicraft weaving sabah handmade handicraft weaving sabah handmade art craft art craft ,workshop specializing handwoven pandan rattan bag crafted sabah rural woman artisan handicraft weaving sabah handmade art craft
168,169,Nohutu Ecotourism,"Riverside eco-tourism site offering bamboo houses, local cuisine, and guided cultural experiences in Kg. Nohutu, Kiulu.","ecotourism, nature, sabah, village",Nature & Eco,Kiulu,Sabah,25,120,9:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.9,HO166,Nohutu Eco Team,014-655 9342,https://www.facebook.com/NohutuEcoTourism,9:00:00,18:00:00,Paid,riverside ecotourism site offering bamboo house local cuisine guided cultural experience kg nohutu kiulu,ecotourism nature sabah village,nature eco,riverside ecotourism site offering bamboo house local cuisine guided cultural experience kg nohutu kiulu ecotourism nature sabah village ecotourism nature sabah village ecotourism nature sabah village nature eco nature eco ,riverside ecotourism site offering bamboo house local cuisine guided cultural experience kg nohutu kiulu ecotourism nature sabah village nature eco
169,170,Murug Turug Eco Tourism,"Community-run nature site known for its waterfall trekking, suspension bridge, and river camping adventures.","eco, adventure, sabah, nature",Nature & Eco,Kiulu,Sabah,10,80,8:00 AM â€“ 5:00 PM,Daily,Not mentioned,4.8,HO167,Murug Turug Eco,012-866 7289,https://www.facebook.com/murugturugecotourism,8:00:00,17:00:00,Paid,communityrun nature site known waterfall trekking suspension bridge river camping adventure,eco adventure sabah nature,nature eco,communityrun nature site known waterfall trekking suspension bridge river camping adventure eco adventure sabah nature eco adventure sabah nature eco adventure sabah nature nature eco nature eco ,communityrun nature site known waterfall trekking suspension bridge river camping adventure eco adventure sabah nature nature eco
170,171,Dapako Hill â€“ Lingga Eco Tourism,"Hilltop attraction offering scenic views, hiking trails, and eco-accommodation near Kota Belud.","ecotourism, hiking, sabah, nature",Nature & Eco,Kota Belud,Sabah,5,60,8:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.7,HO168,Dapako Hill,013-881 2251,https://www.facebook.com/dapakohill,8:00:00,18:00:00,Paid,hilltop attraction offering scenic view hiking trail ecoaccommodation near kota belud,ecotourism hiking sabah nature,nature eco,hilltop attraction offering scenic view hiking trail ecoaccommodation near kota belud ecotourism hiking sabah nature ecotourism hiking sabah nature ecotourism hiking sabah nature nature eco nature eco ,hilltop attraction offering scenic view hiking trail ecoaccommodation near kota belud ecotourism hiking sabah nature nature eco
171,172,Juliana Native Handwork & Bead Art Workshop,Workshop showcasing traditional Sarawak beadwork with hands-on sessions to learn native designs and techniques.,"handicraft, beadwork, sarawak, workshop",Arts & Crafts,Kuching,Sarawak,40,120,10:00 AM â€“ 6:00 PM,Monday â€“ Saturday,Sunday,4.8,HO169,Juliana Beads Studio,013-777 2489,â€”,10:00:00,18:00:00,Paid,workshop showcasing traditional sarawak beadwork handson session learn native design technique,handicraft beadwork sarawak workshop,art craft,workshop showcasing traditional sarawak beadwork handson session learn native design technique handicraft beadwork sarawak workshop handicraft beadwork sarawak workshop handicraft beadwork sarawak workshop art craft art craft ,workshop showcasing traditional sarawak beadwork handson session learn native design technique handicraft beadwork sarawak workshop art craft
172,173,Rong Reng Miri Sarawak,"Local Sarawak fashion & handicraft brand inspired by indigenous motifs, promoting cultural identity through creative designs. (facebook.com/RongRengMiri)","fashion, handicraft, sarawak, culture",Arts & Crafts,Miri,Sarawak,30,250,10:00 AM â€“ 8:00 PM,Daily,Not mentioned,4.9,HO170,Rong Reng Miri,012-886 3204,https://www.facebook.com/RongRengMiri,10:00:00,20:00:00,Paid,local sarawak fashion handicraft brand inspired indigenous motif promoting cultural identity creative design facebookcomrongrengmiri,fashion handicraft sarawak culture,art craft,local sarawak fashion handicraft brand inspired indigenous motif promoting cultural identity creative design facebookcomrongrengmiri fashion handicraft sarawak culture fashion handicraft sarawak culture fashion handicraft sarawak culture art craft art craft ,local sarawak fashion handicraft brand inspired indigenous motif promoting cultural identity creative design facebookcomrongrengmiri fashion handicraft sarawak culture art craft
173,174,Pusat Manik Seramik Long Tuma (Handmade Ceramic Beads Lawas),"Community-based centre producing handmade ceramic beads with patterns unique to the Lawas area, preserving traditional artistry. (sarawaktourism.com)","beadwork, ceramic, sarawak, handmade",Arts & Crafts,Lawas,Sarawak,20,100,9:00 AM â€“ 5:00 PM,Monday â€“ Friday,Saturday â€“ Sunday,4.7,HO171,Long Tuma Bead Centre,013-807 1129,https://sarawaktourism.com/attraction/long-tuma-ceramic-beads-lawas,9:00:00,17:00:00,Paid,communitybased centre producing handmade ceramic bead pattern unique lawas area preserving traditional artistry sarawaktourismcom,beadwork ceramic sarawak handmade,art craft,communitybased centre producing handmade ceramic bead pattern unique lawas area preserving traditional artistry sarawaktourismcom beadwork ceramic sarawak handmade beadwork ceramic sarawak handmade beadwork ceramic sarawak handmade art craft art craft ,communitybased centre producing handmade ceramic bead pattern unique lawas area preserving traditional artistry sarawaktourismcom beadwork ceramic sarawak handmade art craft
174,175,Segong Handicraft,Produces & sells handmade woven products and traditional crafts by local Sarawak artisans.,"handicraft, weaving, sarawak, local",Arts & Crafts,Bau,Sarawak,25,150,9:30 AM â€“ 6:00 PM,Monday â€“ Saturday,Sunday,4.6,HO172,Segong Craft House,011-229 9473,â€”,9:30:00,18:00:00,Paid,produce sell handmade woven product traditional craft local sarawak artisan,handicraft weaving sarawak local,art craft,produce sell handmade woven product traditional craft local sarawak artisan handicraft weaving sarawak local handicraft weaving sarawak local handicraft weaving sarawak local art craft art craft ,produce sell handmade woven product traditional craft local sarawak artisan handicraft weaving sarawak local art craft
175,176,Sarawak Handicraft Centre,"Collective of local makers offering handmade textiles, woodcarving, bead jewelry, and souvenir items. (sarawakhandicraft.com.my)","handicraft, culture, sarawak, souvenir",Arts & Crafts,Kuching Waterfront,Sarawak,10,200,9:00 AM â€“ 7:00 PM,Daily,Not mentioned,4.8,HO173,Sarawak Handicraft Centre,082-234 599,https://sarawakhandicraft.com.my,9:00:00,19:00:00,Paid,collective local maker offering handmade textile woodcarving bead jewelry souvenir item sarawakhandicraftcommy,handicraft culture sarawak souvenir,art craft,collective local maker offering handmade textile woodcarving bead jewelry souvenir item sarawakhandicraftcommy handicraft culture sarawak souvenir handicraft culture sarawak souvenir handicraft culture sarawak souvenir art craft art craft ,collective local maker offering handmade textile woodcarving bead jewelry souvenir item sarawakhandicraftcommy handicraft culture sarawak souvenir art craft
176,177,Sumiran Eco Park & Resort,"Lakeside eco-resort offering kayaking, camping, team-building, and family nature retreats. (sumiranecopark.com)","ecotourism, resort, nature, sarawak",Nature & Eco,"Kampung Hilir, Batu Kawa",Sarawak,60,300,8:00 AM â€“ 10:00 PM,Daily,Not mentioned,4.7,HO174,Sumiran Eco Park,019-887 1877,https://sumiranecopark.com,8:00:00,22:00:00,Paid,lakeside ecoresort offering kayaking camping teambuilding family nature retreat sumiranecoparkcom,ecotourism resort nature sarawak,nature eco,lakeside ecoresort offering kayaking camping teambuilding family nature retreat sumiranecoparkcom ecotourism resort nature sarawak ecotourism resort nature sarawak ecotourism resort nature sarawak nature eco nature eco ,lakeside ecoresort offering kayaking camping teambuilding family nature retreat sumiranecoparkcom ecotourism resort nature sarawak nature eco
177,178,Borneo Happy Farm,"Family-friendly agro-park with animal feeding, vegetable farms, and eco-education programs. (borneohappyfarm.com)","agropark, ecotourism, family, sarawak",Nature & Eco,Kuching,Sarawak,28,48,9:00 AM â€“ 5:00 PM,Tuesday â€“ Sunday,Monday,4.6,HO175,Borneo Happy Farm,016-879 1360,https://borneohappyfarm.com,9:00:00,17:00:00,Paid,familyfriendly agropark animal feeding vegetable farm ecoeducation program borneohappyfarmcom,agropark ecotourism family sarawak,nature eco,familyfriendly agropark animal feeding vegetable farm ecoeducation program borneohappyfarmcom agropark ecotourism family sarawak agropark ecotourism family sarawak agropark ecotourism family sarawak nature eco nature eco ,familyfriendly agropark animal feeding vegetable farm ecoeducation program borneohappyfarmcom agropark ecotourism family sarawak nature eco
178,179,Vh Green Nature Park,"Eco-themed nature park offering trails, gardens, and sustainability workshops in Sarawak. (facebook.com/VHGreenNaturePark)","nature, ecotourism, education, sarawak",Nature & Eco,Kuching,Sarawak,10,25,8:30 AM â€“ 5:00 PM,Daily,Not mentioned,4.8,HO176,VH Green Nature Park,016-888 7909,https://www.facebook.com/VHGreenNaturePark,8:30:00,17:00:00,Paid,ecothemed nature park offering trail garden sustainability workshop sarawak facebookcomvhgreennaturepark,nature ecotourism education sarawak,nature eco,ecothemed nature park offering trail garden sustainability workshop sarawak facebookcomvhgreennaturepark nature ecotourism education sarawak nature ecotourism education sarawak nature ecotourism education sarawak nature eco nature eco ,ecothemed nature park offering trail garden sustainability workshop sarawak facebookcomvhgreennaturepark nature ecotourism education sarawak nature eco
179,180,Sky Mirror Sekinchan,Natural wonder off Kuala Selangor where a sand bar reflects the sky like a mirror â€” a top spot for photography. skymirrortour.com+1,"nature, ecotourism, photography, selangor",Nature & Eco,"Sasaran Beach, Kuala Selangor",Selangor,70,150,6.00 AM - 1.00 PM,Daily,Not mentioned,4.9,HO177,Sky Mirror Tour & Travel,010-509 1007,https://skymirrortour.com skymirrortour.com+1,,,Paid,natural wonder kuala selangor sand bar reflects sky like mirror top spot photography skymirrortourcom,nature ecotourism photography selangor,nature eco,natural wonder kuala selangor sand bar reflects sky like mirror top spot photography skymirrortourcom nature ecotourism photography selangor nature ecotourism photography selangor nature ecotourism photography selangor nature eco nature eco ,natural wonder kuala selangor sand bar reflects sky like mirror top spot photography skymirrortourcom nature ecotourism photography selangor nature eco
180,181,Sungai Lima Pulau Ketam Eco Tour,"Guided eco-tour through mangroves and fishing-village life at Pulau Ketam, Selangor. Tripadvisor+1","ecotourism, mangrove, fishing village, selangor",Nature & Eco,Pulau Ketam,Selangor,165,200,9:00 AM â€“ 5:00 PM,Daily,Not mentioned,4.7,HO178,Pulau Ketam Eco Tour,011-667 1912,https://kualalumpurbudgettour.com/offer-packages/crabisland-firefly-tours.html kualalumpurbudgettour.com,9:00:00,17:00:00,Paid,guided ecotour mangrove fishingvillage life pulau ketam selangor tripadvisor,ecotourism mangrove fishing village selangor,nature eco,guided ecotour mangrove fishingvillage life pulau ketam selangor tripadvisor ecotourism mangrove fishing village selangor ecotourism mangrove fishing village selangor ecotourism mangrove fishing village selangor nature eco nature eco ,guided ecotour mangrove fishingvillage life pulau ketam selangor tripadvisor ecotourism mangrove fishing village selangor nature eco
181,182,Kuan Wellness Ecopark,"A wellness-oriented eco-park featuring swiftlet houses, organic farm produce and nature trails in Selangor.","wellness, ecotourism, organic, selangor",Nature & Eco,Selangor,Selangor,50,120,8:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.4,HO179,Kuan Wellness Ecopark,012-334 5987,â€”,8:00:00,18:00:00,Paid,wellnessoriented ecopark featuring swiftlet house organic farm produce nature trail selangor,wellness ecotourism organic selangor,nature eco,wellnessoriented ecopark featuring swiftlet house organic farm produce nature trail selangor wellness ecotourism organic selangor wellness ecotourism organic selangor wellness ecotourism organic selangor nature eco nature eco ,wellnessoriented ecopark featuring swiftlet house organic farm produce nature trail selangor wellness ecotourism organic selangor nature eco
182,183,Teratak Rimba Amir,Tranquil nature retreat in Selangor offering forest stays and village-style eco experiences.,"nature, retreat, eco stay, selangor",Nature & Eco,Selangor,Selangor,80,250,9:00 AM â€“ 7:00 PM,Daily,Not mentioned,4.5,HO180,Teratak Rimba Amir,013-879 4410,â€”,9:00:00,19:00:00,Paid,tranquil nature retreat selangor offering forest stay villagestyle eco experience,nature retreat eco stay selangor,nature eco,tranquil nature retreat selangor offering forest stay villagestyle eco experience nature retreat eco stay selangor nature retreat eco stay selangor nature retreat eco stay selangor nature eco nature eco ,tranquil nature retreat selangor offering forest stay villagestyle eco experience nature retreat eco stay selangor nature eco
183,184,Kampung Kuantan Fireflies Park,Famous river-boat tours at night to witness glowing fireflies along mangrove banks in Selangor.,"fireflies, nature, ecotourism, selangor",Nature & Eco,"Kampung Kuantan, Kuala Selangor",Selangor,20,50,7:30 PM â€“ 10:30 PM,Daily,Not mentioned,4.6,HO181,Kampung Kuantan Fireflies,019-907 3345,â€”,19:30:00,22:30:00,Paid,famous riverboat tour night witness glowing firefly along mangrove bank selangor,firefly nature ecotourism selangor,nature eco,famous riverboat tour night witness glowing firefly along mangrove bank selangor firefly nature ecotourism selangor firefly nature ecotourism selangor firefly nature ecotourism selangor nature eco nature eco ,famous riverboat tour night witness glowing firefly along mangrove bank selangor firefly nature ecotourism selangor nature eco
184,185,Pakmud Batik,Local batik workshop offering handmade products and live demonstrations in Selangor.,"batik, handicraft, workshop, selangor",Arts & Crafts,Selangor,Selangor,25,150,10:00 AM â€“ 6:00 PM,Monday â€“ Saturday,Sunday,4.8,HO182,Pakmud Batik,014-765 2213,â€”,10:00:00,18:00:00,Paid,local batik workshop offering handmade product live demonstration selangor,batik handicraft workshop selangor,art craft,local batik workshop offering handmade product live demonstration selangor batik handicraft workshop selangor batik handicraft workshop selangor batik handicraft workshop selangor art craft art craft ,local batik workshop offering handmade product live demonstration selangor batik handicraft workshop selangor art craft
185,186,Batik House My,Boutique & studio promoting Malaysian batik artistry through handmade fashion and dÃ©cor in Selangor.,"batik, fashion, handmade, selangor",Arts & Crafts,Selangor,Selangor,30,300,10:00 AM â€“ 7:00 PM,Daily,Not mentioned,4.9,HO183,Batik House MY,013-939 6682,https://www.uaofficial.com/,10:00:00,19:00:00,Paid,boutique studio promoting malaysian batik artistry handmade fashion dcor selangor,batik fashion handmade selangor,art craft,boutique studio promoting malaysian batik artistry handmade fashion dcor selangor batik fashion handmade selangor batik fashion handmade selangor batik fashion handmade selangor art craft art craft ,boutique studio promoting malaysian batik artistry handmade fashion dcor selangor batik fashion handmade selangor art craft
186,187,Mybatik (By Appointment),Personalized batik-making experience offering private workshops and sessions by appointment only.,"batik, workshop, art, selangor",Arts & Crafts,Ampang Jaya,Selangor,60,250,By appointment only,Daily,Not mentioned,4.8,HO184,myBatik Studio,012-257 9775,https://mybatik.org.my/,,,Paid,personalized batikmaking experience offering private workshop session appointment,batik workshop art selangor,art craft,personalized batikmaking experience offering private workshop session appointment batik workshop art selangor batik workshop art selangor batik workshop art selangor art craft art craft ,personalized batikmaking experience offering private workshop session appointment batik workshop art selangor art craft
187,188,Khairol Fiber Group,"A boat and fiberglass craft manufacturer based in Dungun, Terengganu, producing recreational and commercial vessels. khairolfibergroup.com+1","boatmaking, craftsmanship, marine, terengganu",Arts & Crafts,"Lot 8126, Jalan Kuala Abang, Kg Bukit Pauh, 23000 Dungun",Terengganu,0,0,9:00 AM â€“ 5:30 PM,Monday â€“ Saturday,Sunday,4.9,HO185,Khairol Fiber Group,010-252 6129,https://khairolfibergroup.com khairolfibergroup.com,9:00:00,17:30:00,Free / Not mentioned,boat fiberglass craft manufacturer based dungun terengganu producing recreational commercial vessel khairolfibergroupcom,boatmaking craftsmanship marine terengganu,art craft,boat fiberglass craft manufacturer based dungun terengganu producing recreational commercial vessel khairolfibergroupcom boatmaking craftsmanship marine terengganu boatmaking craftsmanship marine terengganu boatmaking craftsmanship marine terengganu art craft art craft ,boat fiberglass craft manufacturer based dungun terengganu producing recreational commercial vessel khairolfibergroupcom boatmaking craftsmanship marine terengganu art craft
188,189,Sekati Emas Boat Tour,Scenic river cruise in Kuala Terengganu including iconic stops like Masjid Kristal and the drawbridge. Sekati Emas Boat Tour+1,"boat tour, nature, river cruise, terengganu",Nature & Eco,"Jeti Sekati Emas, Jalan Persiaran Limbong, 21000 Kuala Terengganu",Terengganu,30,100,6:30 AM â€“ 8:30 PM,Daily,Not mentioned,4.8,HO186,Sekati Emas Boat Tour,019-448 7381,https://sekatiboattour.com Sekati Emas Boat Tour,6:30:00,20:30:00,Paid,scenic river cruise kuala terengganu including iconic stop like masjid kristal drawbridge sekati emas boat tour,boat tour nature river cruise terengganu,nature eco,scenic river cruise kuala terengganu including iconic stop like masjid kristal drawbridge sekati emas boat tour boat tour nature river cruise terengganu boat tour nature river cruise terengganu boat tour nature river cruise terengganu nature eco nature eco ,scenic river cruise kuala terengganu including iconic stop like masjid kristal drawbridge sekati emas boat tour boat tour nature river cruise terengganu nature eco
189,190,Jeti Pak Awang River Cruise,Traditional river cruise showcasing fishing life and mangrove views along the Terengganu River.,"river cruise, ecotourism, culture, terengganu",Nature & Eco,Kuala Terengganu,Terengganu,25,30,7.00 AM - 6.00 PM,Daily,Not mentioned,4.8,HO187,Jeti Pak Awang River Cruise,011-2091 9802,https://www.facebook.com/p/Jeti-Pak-Awang-River-Cruise-Terengganu-100051743393292/,,,Paid,traditional river cruise showcasing fishing life mangrove view along terengganu river,river cruise ecotourism culture terengganu,nature eco,traditional river cruise showcasing fishing life mangrove view along terengganu river river cruise ecotourism culture terengganu river cruise ecotourism culture terengganu river cruise ecotourism culture terengganu nature eco nature eco ,traditional river cruise showcasing fishing life mangrove view along terengganu river river cruise ecotourism culture terengganu nature eco
190,191,Hunter Boat Service,Private boat charters and fishing trips around islands and coasts of Terengganu for tourists and anglers.,"boat service, fishing, island tour, terengganu",Nature & Eco,Terengganu Coast,Terengganu,80,100,24 hours,Daily,Not mentioned,4.6,HO188,Hunter Boat Service,019-919 9306,https://www.instagram.com/hunter_boat_service/?hl=en,,,Paid,private boat charter fishing trip around island coast terengganu tourist angler,boat service fishing island tour terengganu,nature eco,private boat charter fishing trip around island coast terengganu tourist angler boat service fishing island tour terengganu boat service fishing island tour terengganu boat service fishing island tour terengganu nature eco nature eco ,private boat charter fishing trip around island coast terengganu tourist angler boat service fishing island tour terengganu nature eco
191,192,Azahari Boat Services,Family-run boat operator offering sightseeing and river excursions in Kuala Terengganu.,"boat tour, sightseeing, local experience, terengganu",Nature & Eco,Kampung Merang,Terengganu,50,110,9:00 AM â€“ 5:00 PM,Daily,Not mentioned,4.7,HO189,Azahari Boat Services,019-913 2369,â€”,9:00:00,17:00:00,Paid,familyrun boat operator offering sightseeing river excursion kuala terengganu,boat tour sightseeing local experience terengganu,nature eco,familyrun boat operator offering sightseeing river excursion kuala terengganu boat tour sightseeing local experience terengganu boat tour sightseeing local experience terengganu boat tour sightseeing local experience terengganu nature eco nature eco ,familyrun boat operator offering sightseeing river excursion kuala terengganu boat tour sightseeing local experience terengganu nature eco
192,193,Marang Atv Eco Tour,"Adventure-ATV tour through Marangâ€™s countryside and beaches, ideal for thrill seekers and nature lovers. BizMalay+1","adventure, atv, ecotourism, marang, terengganu",Nature & Eco,Marang,Terengganu,120,350,9:00 AM â€“ 6:30 PM,Daily,Not mentioned,4.7,HO190,Marang ATV Eco Tour,019-999 0344,https://marang-atv-eco-tour.business.site BizMalay,9:00:00,18:30:00,Paid,adventureatv tour marang countryside beach ideal thrill seeker nature lover bizmalay,adventure atv ecotourism marang terengganu,nature eco,adventureatv tour marang countryside beach ideal thrill seeker nature lover bizmalay adventure atv ecotourism marang terengganu adventure atv ecotourism marang terengganu adventure atv ecotourism marang terengganu nature eco nature eco ,adventureatv tour marang countryside beach ideal thrill seeker nature lover bizmalay adventure atv ecotourism marang terengganu nature eco
193,194,"Kalang Warisan, Serada","Community-based tourism destination in Kampung Pulau Manis, Serada, combining culture, recreation, and nature activities. Discovery Terengganu+2Wanderlog+2","culture, heritage, arts, terengganu",Culture & Heritage,Kuala Terengganu,Terengganu,30,160,Tueâ€“Sun 8:00 AM â€“ 6:30 PM,Daily,Monday,4.4,HO191,Kalang Warisan,012-371 5412,https://www.facebook.com/KalangWarisan Discovery Terengganu+1,,,Paid,communitybased tourism destination kampung pulau manis serada combining culture recreation nature activity discovery terengganuwanderlog,culture heritage art terengganu,culture heritage,communitybased tourism destination kampung pulau manis serada combining culture recreation nature activity discovery terengganuwanderlog culture heritage art terengganu culture heritage art terengganu culture heritage art terengganu culture heritage culture heritage ,communitybased tourism destination kampung pulau manis serada combining culture recreation nature activity discovery terengganuwanderlog culture heritage art terengganu culture heritage
194,195,Fatimah Songket Terengganu,Boutique selling handmade traditional songket fabric with intricate gold/silver thread; located in Kuala Terengganu. my67747-fatimah-songket-terengganu.contact.page+1,"songket, weaving, handicraft, terengganu",Arts & Crafts,Kuala Terengganu,Terengganu,150,3000,9:30 AM â€“ 6:00 PM,Daily,Friday,4.8,HO192,Fatimah Songket,09-631 4749,http://fatimahsongketterengganu.blogspot.com BizMalay,9:30:00,18:00:00,Paid,boutique selling handmade traditional songket fabric intricate goldsilver thread located kuala terengganu myfatimahsongketterengganucontactpage,songket weaving handicraft terengganu,art craft,boutique selling handmade traditional songket fabric intricate goldsilver thread located kuala terengganu myfatimahsongketterengganucontactpage songket weaving handicraft terengganu songket weaving handicraft terengganu songket weaving handicraft terengganu art craft art craft ,boutique selling handmade traditional songket fabric intricate goldsilver thread located kuala terengganu myfatimahsongketterengganucontactpage songket weaving handicraft terengganu art craft
195,196,Terengganu Songket,"Traditional textile house specialising in premium hand-woven songket, representing Terengganuâ€™s weaving heritage. Terengganu Songket+1","songket, traditional craft, textile, terengganu",Arts & Crafts,Kuala Terengganu,Terengganu,200,4500,10:00 AM â€“ 8:00 PM,Daily,Not mentioned,4.6,HO193,Terengganu Songket,013-948 8888,https://terengganusongket.com/contact Terengganu Songket,10:00:00,20:00:00,Paid,traditional textile house specialising premium handwoven songket representing terengganus weaving heritage terengganu songket,songket traditional craft textile terengganu,art craft,traditional textile house specialising premium handwoven songket representing terengganus weaving heritage terengganu songket songket traditional craft textile terengganu songket traditional craft textile terengganu songket traditional craft textile terengganu art craft art craft ,traditional textile house specialising premium handwoven songket representing terengganus weaving heritage terengganu songket songket traditional craft textile terengganu art craft
196,197,Bazar Kuih Tradisional Gong Kapas,"Popular local market offering a wide variety of traditional Terengganu kuih and snacks, especially in Gong Kapas area.","traditional food, bazar, culinary, terengganu",Food & Culinary,"Gong Kapas, Kuala Terengganu",Terengganu,3,50,12.00 PM â€“ 7:00 PM,Daily,Not mentioned,4.4,HO194,Bazar Kuih Tradisional Gong Kapas,019-924 6767,https://wanderlog.com/place/details/6856302/bazar-kuih-tradisional-gong-kapas,,,Paid,popular local market offering wide variety traditional terengganu kuih snack especially gong kapas area,traditional food bazar culinary terengganu,food culinary,popular local market offering wide variety traditional terengganu kuih snack especially gong kapas area traditional food bazar culinary terengganu traditional food bazar culinary terengganu traditional food bazar culinary terengganu food culinary food culinary ,popular local market offering wide variety traditional terengganu kuih snack especially gong kapas area traditional food bazar culinary terengganu food culinary
197,198,Bekang Tradisional Hujung Tanjung (Pok Weil),"Home-based business producing authentic bekang, a sweet delicacy made with coconut and flour; local favourite.","traditional food, dessert, local delicacy, terengganu",Food & Culinary,"Hujung Tanjung Village, Kuala Terengganu",Terengganu,3,8,8.00 AM - 12.00 PM,Daily,Sunday,4.5,HO195,Pok Weil Bekang,010-833 3035,https://bekangtradisional.kiah.store/,,,Paid,homebased business producing authentic bekang sweet delicacy made coconut flour local favourite,traditional food dessert local delicacy terengganu,food culinary,homebased business producing authentic bekang sweet delicacy made coconut flour local favourite traditional food dessert local delicacy terengganu traditional food dessert local delicacy terengganu traditional food dessert local delicacy terengganu food culinary food culinary ,homebased business producing authentic bekang sweet delicacy made coconut flour local favourite traditional food dessert local delicacy terengganu food culinary
198,199,Nasi Dagang Atas Tol,"Well-known eatery serving the iconic Terengganu nasi dagang with fragrant rice and fish curry, loved by locals and tourists.","nasi dagang, local cuisine, food, terengganu",Food & Culinary,Kuala Terengganu,Terengganu,10,20,6:30 AM â€“ 12:00 PM,Daily,Not mentioned,4.4,HO196,Nasi Dagang Atas Tol,013-984 7846,https://www.facebook.com/nasidagangatasto/?locale=ms_MY,6:30:00,12:00:00,Paid,wellknown eatery serving iconic terengganu nasi dagang fragrant rice fish curry loved local tourist,nasi dagang local cuisine food terengganu,food culinary,wellknown eatery serving iconic terengganu nasi dagang fragrant rice fish curry loved local tourist nasi dagang local cuisine food terengganu nasi dagang local cuisine food terengganu nasi dagang local cuisine food terengganu food culinary food culinary ,wellknown eatery serving iconic terengganu nasi dagang fragrant rice fish curry loved local tourist nasi dagang local cuisine food terengganu food culinary
199,200,Botanical Gardens Penang,"A lush tropical park established in 1884 with rainforest trails, orchids and picnic areas. Tour Travel World+3MyTrip Malaysia+3Wanderlog+3","nature, garden, eco, penang",Nature & Eco,George Town,Penang,0,0,5:00 AMâ€“8:00 PM,Daily,Not mentioned,4.5,HO197,Botanical Gardens Penang,014-555 1234,Free entry; official page: botanicalgardens.penang.gov.my,5:00:00,20:00:00,Free / Not mentioned,lush tropical park established rainforest trail orchid picnic area tour travel worldmytrip malaysiawanderlog,nature garden eco penang,nature eco,lush tropical park established rainforest trail orchid picnic area tour travel worldmytrip malaysiawanderlog nature garden eco penang nature garden eco penang nature garden eco penang nature eco nature eco ,lush tropical park established rainforest trail orchid picnic area tour travel worldmytrip malaysiawanderlog nature garden eco penang nature eco
200,201,Chew Jetty,"A historic conÂ­struction of stilt houses belonging to the Chew clan, part of Penangâ€™s waterfront heritage.","heritage, culture, waterfront, penang",Culture & Heritage,George Town,Penang,0,0,9:00 AMâ€“6:00 PM,Daily,Not mentioned,4.4,HO198,Chew Jetty Community,016-222 3344,Visit the wooden boardwalk for sunset views.,9:00:00,18:00:00,Free / Not mentioned,historic construction stilt house belonging chew clan part penangs waterfront heritage,heritage culture waterfront penang,culture heritage,historic construction stilt house belonging chew clan part penangs waterfront heritage heritage culture waterfront penang heritage culture waterfront penang heritage culture waterfront penang culture heritage culture heritage ,historic construction stilt house belonging chew clan part penangs waterfront heritage heritage culture waterfront penang culture heritage
201,202,Tropical Spice Garden,Eco-attraction exhibiting over 500 species of plants with guided walks and cooking classes. Tripadvisor+2ReserveDaily+2,"spice garden, eco, culinary, penang",Nature & Eco,Teluk Bahang,Penang,28,48,9.00 AM - 4.30 PM,Daily,Not mentioned,4.8,HO199,Tropical Spice Garden,012-423 6797,"Lot 595, Jalan Teluk Bahang.",,,Paid,ecoattraction exhibiting specie plant guided walk cooking class tripadvisorreservedaily,spice garden eco culinary penang,nature eco,ecoattraction exhibiting specie plant guided walk cooking class tripadvisorreservedaily spice garden eco culinary penang spice garden eco culinary penang spice garden eco culinary penang nature eco nature eco ,ecoattraction exhibiting specie plant guided walk cooking class tripadvisorreservedaily spice garden eco culinary penang nature eco
202,203,Penang Homecooking School,Authentic Malaysian cooking classes led by local chefs using fresh ingredients in Penang.,"cooking class, culinary, local experience, penang",Food & Culinary,George Town,Penang,60,180,10:00 AMâ€“2:00 PM,Daily,Not mentioned,4.7,HO200,Penang Homecooking School,017-888 8765,Booking required.,10:00:00,14:00:00,Paid,authentic malaysian cooking class led local chef using fresh ingredient penang,cooking class culinary local experience penang,food culinary,authentic malaysian cooking class led local chef using fresh ingredient penang cooking class culinary local experience penang cooking class culinary local experience penang cooking class culinary local experience penang food culinary food culinary ,authentic malaysian cooking class led local chef using fresh ingredient penang cooking class culinary local experience penang food culinary
